source,name,price,description,origin,process,roast_level,notes
sakha coffee bali,biji kopi bubuk arabika flores bajawa arabica coffee bean single origin espresso dan manual brew 1kg  biji kopi,339900,halo sobat brewer no sertifikat halal  id31110000375150622 sakha coffee sudah tersertifikasi oleh dinas kesehatan sangat aman dikonsumsi dinas kesehatan pirt nomor 7b56317507100402001k2317793e2021 roast date  tanggal produksi   kami menjamin produk kami fresh roasted maksimal 5 hari resting sejak tanggal pemesanan expired date  masa kadaluarsa   masa kadaluarsa produk kami itu 1 tahun sejak tanggal pemesanan untuk mendapatkan rasa yang optimal segera konsumsi dalam 0  2 bulan sejak kemasan dibuka  jenis  arabika  origin  bajawa flores nusa tenggara timur  proses  fullwash  profil roasting  medium  omni roast  flavor notes  hint of orange almond chocolate medium acidity medium body  netto  1000 gram  1 kg  packaging  one way valve alumunium foil silikan pilih pada keterangan varian  rasa  biji kopi  untuk disimpan lebih lama atau ingin menggiling sendiri  giling kasar  untuk french press cupping cold drip chemex  giling sedang  untuk vietnam drip pour over kalita v60 dll  giling halus  untuk espresso moka pot manual espresso tubruk syphon catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee dan para petani kopi kopi coffee arabika arabica,"bajawa, flores, vietnam",washed,medium,"chocolate, nutty, fruity"
sakha coffee bali,biji kopi bubuk arabika flores bajawa arabica coffee beans origin espresso dan manual brew 500gr  biji kopi,189900,halo sobat brewer no sertifikat halal  id31110000375150622 sakha coffee sudah tersertifikasi oleh dinas kesehatan sangat aman dikonsumsi dinas kesehatan pirt nomor 7b56317507100402001k2317793e2021 roast date  tanggal produksi   kami menjamin produk kami fresh roasted maksimal 5 hari resting sejak tanggal pemesanan expired date  masa kadaluarsa   masa kadaluarsa produk kami itu 1 tahun sejak tanggal pemesanan untuk mendapatkan rasa yang optimal segera konsumsi dalam 0  2 bulan sejak kemasan dibuka  jenis  arabika  origin  bajawa flores nusa tenggara timur  proses  fullwash  profil roasting  medium  omni roast  flavor notes  hint of orange almond chocolate medium acidity medium body  netto  500 gram  packaging  one way valve alumunium foil silikan pilih pada keterangan varian  rasa  biji kopi  untuk disimpan lebih lama atau ingin menggiling sendiri  giling kasar  untuk french press cupping cold drip chemex  giling sedang  untuk vietnam drip pour over kalita v60 dll  giling halus  untuk espresso moka pot manual espresso tubruk syphon catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee dan para petani kopi kopi coffee arabika arabica,"bajawa, flores, vietnam",washed,medium,"chocolate, nutty, fruity"
sakha coffee bali,biji kopi bubuk arabika flores bajawa arabica coffee beans origin espresso dan manual brew 200gr  biji kopi,79900,halo sobat brewer no sertifikat halal  id31110000375150622 sakha coffee sudah tersertifikasi oleh dinas kesehatan sangat aman dikonsumsi dinas kesehatan pirt nomor 7b56317507100402001k2317793e2021 roast date  tanggal produksi   kami menjamin produk kami fresh roasted maksimal 5 hari resting sejak tanggal pemesanan expired date  masa kadaluarsa   masa kadaluarsa produk kami itu 1 tahun sejak tanggal pemesanan untuk mendapatkan rasa yang optimal segera konsumsi dalam 0  2 bulan sejak kemasan dibuka  jenis  arabika  origin  flores nusa tenggara timur  proses  fullwash  profil roasting  medium  omni roast  flavor notes  hint of orange almond chocolate medium acidity medium body  netto  200 gram  packaging  one way valve alumunium foil silikan pilih pada keterangan varian  rasa  biji kopi  untuk disimpan lebih lama atau ingin menggiling sendiri  giling kasar  untuk french press cupping cold drip chemex  giling sedang  untuk vietnam drip pour over kalita v60 dll  giling halus  untuk espresso moka pot manual espresso tubruk syphon catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee dan para petani kopi kopi coffee arabika arabica,"bajawa, flores, vietnam",washed,medium,"chocolate, nutty, fruity"
sakha coffee bali,kopi arabika flores bajawa arabica coffee roast bean espresso beans dan manual brew 100gr biji bubuk  biji kopi,49900,halo sobat brewer no sertifikat halal  id31110000375150622 sakha coffee sudah tersertifikasi oleh dinas kesehatan sangat aman dikonsumsi dinas kesehatan pirt nomor 7b56317507100402001k2317793e2021 roast date  tanggal produksi   kami menjamin produk kami fresh roasted maksimal 5 hari resting sejak tanggal pemesanan expired date  masa kadaluarsa   masa kadaluarsa produk kami itu 1 tahun sejak tanggal pemesanan untuk mendapatkan rasa yang optimal segera konsumsi dalam 0  2 bulan sejak kemasan dibuka  jenis  arabika  origin  bajawa flores nusa tenggara timur  proses  fullwash  profil roasting  medium  omni roast  flavor notes  hint of orange almond chocolate medium acidity medium body  netto  100 gram  packaging  one way valve alumunium foil silikan pilih pada keterangan varian  rasa  biji kopi  untuk disimpan lebih lama atau ingin menggiling sendiri  giling kasar  untuk french press cupping cold drip chemex  giling sedang  untuk vietnam drip pour over kalita v60 dll  giling halus  untuk espresso moka pot manual espresso tubruk syphon catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee dan para petani kopi,"bajawa, flores, vietnam",washed,medium,"chocolate, nutty, fruity"
sakha coffee bali,kopi arabika semendo arabica coffee beans 1kg roast bean biji bubuk  biji kopi,339900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  semendo sumatra  proces  semi wash  profil roasting  medium  omni roast  flavor notes bias  tropical fruit brown sugar sweetness long  netto  1kg  packaging  one way valve alumunium foill petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",washed,medium,sweet
sakha coffee bali,kopi arabika semendo arabica coffee beans 500gr roast bean biji bubuk  biji kopi,189900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  semendo sumatra  proces  semi wash  profil roasting  medium  omni roast  flavor notes bias  tropical fruit brown sugar sweetness long  netto  500 gram  packaging  one way valve alumunium foill petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",washed,medium,sweet
sakha coffee bali,kopi arabika semendo arabica coffee beans 200gr roast bean biji bubuk  biji kopi,79900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  semendo sumatra  proces  semi wash  profil roasting  medium  omni roast  flavor notes bias  tropical fruit brown sugar sweetness long  netto  200 gram  packaging  one way valve alumunium foill petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",washed,medium,sweet
sakha coffee bali,kopi arabika semendo arabica coffee beans 100gr roast bean biji bubuk  biji kopi,49900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  semendo sumatra  proces  semi wash  profil roasting  medium  omni roast  flavor notes bias  tropical fruit brown sugar sweetness long  netto  100 gram  packaging  one way valve alumunium foill petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",washed,medium,sweet
sakha coffee bali,kopi arabika lintong sumatra arabica coffee bean biji bubuk coffe bean roastery  100 gram biji kopi,49900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  lintong batak sumatra  proses  semi wash  profil roasting  medium  omni roast  flavor notes  dark chocolate caramel orange hint nutmeg  netto  100 gram 200 gram 500 gram  1 kg  packaging  one way valve alumunium foil  jenis  arabika  origin  tana toraja sulawesi  proses  semi wash  profil roasting  medium  omni roast  flavor notes  brown sugar chocolate milky chocolate malt sweet berry  netto  100 gram 200 gram 500 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, toraja, sumatra, vietnam",washed,"medium, dark","chocolate, caramel, fruity, sweet"
sakha coffee bali,biji kopi bubuk arabika lintong mandailing sumatra arabica coffee beans espresso dan manual brew 1kg  biji kopi,339900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  lintong batak sumatra  proses  semi wash  profil roasting  medium  omni roast  flavor notes  dark chocolate caramel orange hint nutmeg  netto  1000 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",washed,"medium, dark","chocolate, caramel, fruity"
sakha coffee bali,biji kopi bubuk arabika lintong batak sumatra arabica coffee beans espresso dan manual bren 500gr  biji kopi,189900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  lintong batak sumatra  proses  semi wash  profil roasting  medium  omni roast  flavor notes  dark chocolate caramel orange hint nutmeg  netto  500 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",washed,"medium, dark","chocolate, caramel, fruity"
sakha coffee bali,biji kopi bubuk arabika lintong sumatra arabica coffee beans coffe espresso dan manual brew 200gr  biji kopi,79900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  lintong batak sumatra  proses  semi wash  profil roasting  medium  omni roast  flavor notes  dark chocolate caramel orange hint nutmeg  netto  200 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",washed,"medium, dark","chocolate, caramel, fruity"
sakha coffee bali,kopi arabika lintong sumatra arabica coffee beans 100 gram biji bubuk coffe roastery  biji kopi,49900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  lintong batak sumatra  proses  semi wash  profil roasting  medium  omni roast  flavor notes  dark chocolate caramel orange hint nutmeg  netto  100 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",washed,"medium, dark","chocolate, caramel, fruity"
sakha coffee bali,kopi arabika papua wamena arabica coffee roast bean espresso dan manual brew biji bubuk coffe sakha  100 gram biji kopi,57900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  wamena papua  proses  semiwash  profil roasting  medium  omni roast  flavor notes  caramel chocolatey brown sugar floral bright and clean delicate sweetness  netto  100 gram 200 gram 500 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, papua, vietnam",washed,medium,"caramel, floral, sweet"
sakha coffee bali,biji kopi bubuk arabika papua wamena arabica coffee beans coffe bean espresso dan manual brew 500gr  biji kopi,194900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  wamena papua  proses  semiwash  profil roasting  medium  omni roast  flavor notes  caramel chocolatey brown sugar floral bright and clean delicate sweetness  netto  500 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, papua, vietnam",washed,medium,"caramel, floral, sweet"
sakha coffee bali,biji kopi bubuk arabika papua wamena arabica coffee beans coffe roast espresso dan manual brew 1kg  biji kopi,354900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  wamena papua  proses  semiwash  profil roasting  medium  omni roast  flavor notes  caramel chocolatey brown sugar floral bright and clean delicate sweetness  netto  1000 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, papua, vietnam",washed,medium,"caramel, floral, sweet"
sakha coffee bali,kopi arabika papua wamena arabica coffee roast bean espresso dan manual brew beans 200gr biji bubuk  biji kopi,84500,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  wamena papua  proses  semiwash  profil roasting  medium  omni roast  flavor notes  caramel chocolatey brown sugar floral bright and clean delicate sweetness  netto  200 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, papua, vietnam",washed,medium,"caramel, floral, sweet"
sakha coffee bali,kopi arabika papua wamena arabica coffee roast bean espresso dan manual brew beans 100gr biji bubuk  biji kopi,57900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  wamena papua  proses  semiwash  profil roasting  medium  omni roast  flavor notes  caramel chocolatey brown sugar floral bright and clean delicate sweetness  netto  100 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, papua, vietnam",washed,medium,"caramel, floral, sweet"
sakha coffee bali,kopi arabika toraja sulawesi arabica coffee roast bean espresso manual brew biji bubuk coffe sakha  100 gram biji kopi,49900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  tana toraja sulawesi  proses  semi wash  profil roasting  medium  omni roast  flavor notes  brown sugar chocolate milky chocolate malt sweet berry  netto  100 gram 200 gram 500 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, toraja, vietnam",washed,medium,"chocolate, fruity, sweet"
sakha coffee bali,biji kopi bubuk arabika toraja sulawesi arabica coffee beans single origin coffe espresso manual 1kg  biji kopi,339900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  tana toraja sulawesi  proses  semi wash  profil roasting  medium  omni roast  flavor notes  brown sugar chocolate milky chocolate malt sweet berry  netto  1000 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, toraja, vietnam",washed,medium,"chocolate, fruity, sweet"
sakha coffee bali,biji kopi bubuk arabika toraja sulawesi arabica coffee beans roast bean espresso manual brew 500gram  biji kopi,189900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  tana toraja sulawesi  proses  semi wash  profil roasting  medium  omni roast  flavor notes  brown sugar chocolate milky chocolate malt sweet berry  netto  500 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, toraja, vietnam",washed,medium,"chocolate, fruity, sweet"
sakha coffee bali,biji kopi bubuk arabika toraja sulawesi arabica coffee beans single origin manual brew 200 gram  biji kopi,79900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  tana toraja sulawesi  proses  semi wash  profil roasting  medium  omni roast  flavor notes  brown sugar chocolate milky chocolate malt sweet berry  netto  200 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, toraja, vietnam",washed,medium,"chocolate, fruity, sweet"
sakha coffee bali,kopi arabika toraja sulawesi arabica coffee roast bean 100gram espresso manual brew biji bubuk coffe  biji kopi,49900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  tana toraja sulawesi  proses  semi wash  profil roasting  medium  omni roast  flavor notes  brown sugar chocolate milky chocolate malt sweet berry  netto  100 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, toraja, vietnam",washed,medium,"chocolate, fruity, sweet"
sakha coffee bali,kopi robusta sidikalang sumatra coffee beans espresso bean biji bubuk  100 gram biji kopi,42900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  fine robusta  origin  sidikalang sumatra  proces  natural  profil roasting  medium to dark  full city   flavor notes bias  nutty milk chocolate caramel low acidity bold  netto  100 gram 200 gram 500 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",natural,"medium, dark","chocolate, caramel, nutty"
